freq_hz,R1_dB,R2_dB,R3_dB,R4_dB,R5_dB,R6_dB
5.563534224230964355e+03,5.360844204638533483e+01,6.099097745130484327e+01,8.103414300134103598e+01,7.100289058507667050e+01,7.054598001422863263e+01,7.914294464050524880e+01
5.563728671813246365e+03,6.177910439483730443e+01,6.662909061276855027e+01,7.905371024039490635e+01,7.054294332535647527e+01,6.882855189288490294e+01,7.684138607464036852e+01
5.563923119395527465e+03,5.638368966905056112e+01,6.621526856097997893e+01,7.374543280079939223e+01,6.509576253564692649e+01,6.138573310945851347e+01,7.050019730054167155e+01
5.564117566977808565e+03,5.900874948600511516e+01,6.519800214553809781e+01,7.242126749787050244e+01,6.616567773940599295e+01,6.443918500035260877e+01,6.789510696079437935e+01
5.564312014560089665e+03,6.391403518178820775e+01,7.233114698341356075e+01,7.919118622241997230e+01,7.138554568288215307e+01,7.268086452076686044e+01,7.384594407882183020e+01
5.564506462142370765e+03,6.532017358928898432e+01,7.469578674527133444e+01,8.074619992135892232e+01,7.745053373144786235e+01,7.579882723811968503e+01,7.511389529356715400e+01
5.564700909724651865e+03,6.928872080133082534e+01,7.663945720833869757e+01,8.206533463895432590e+01,7.553997641762670412e+01,7.526517488025247360e+01,7.218109457805238094e+01
5.564895357306932965e+03,7.220546710206811269e+01,7.672605522993205796e+01,8.397246688759082645e+01,7.143618685502865162e+01,7.809386046831419037e+01,7.121606759797094810e+01
5.565089804889214975e+03,7.407718384034451731e+01,7.290355784753390367e+01,8.569540656075163554e+01,7.395095082045696699e+01,8.129608696525070854e+01,7.775402275064615765e+01
5.565284252471496075e+03,7.923700098759918831e+01,7.898335588944279095e+01,8.666476882609853760e+01,7.656859055045268292e+01,7.973245966595699485e+01,8.132368190580297096e+01
5.565478700053777175e+03,8.027217199909060241e+01,7.868954376791361938e+01,8.473544221246837083e+01,7.729185567202110008e+01,7.126117181215444418e+01,8.116060666125038381e+01
5.565673147636058275e+03,7.520367771717430116e+01,7.129785949753301111e+01,7.839841960934072063e+01,7.213404806210023423e+01,5.614228271396244452e+01,7.660314403009836326e+01
5.565867595218339375e+03,5.801365684589793403e+01,5.614027714629347088e+01,6.274280054932294348e+01,5.564915401924377392e+01,5.798894696522160075e+01,6.313927812535814610e+01
5.566062042800620475e+03,6.787518615975157843e+01,6.077917755576126524e+01,6.805883710155734434e+01,6.670515973593767001e+01,6.688334001431302056e+01,7.167945738544298706e+01
5.566256490382902484e+03,7.313184509270733713e+01,6.917424752813396083e+01,6.383808928788808146e+01,6.987654105347887423e+01,6.808540141153899583e+01,7.280503822055112551e+01
5.566450937965183584e+03,7.357888077267236326e+01,7.241166455041197025e+01,6.693715804634797450e+01,7.424676532704422982e+01,5.956930296545976944e+01,7.329876575471458011e+01
5.566645385547464684e+03,7.580443477021992749e+01,7.055324067681701194e+01,6.959691326312611181e+01,7.804665606000139633e+01,7.069599018601705609e+01,7.695366931853038750e+01
5.566839833129745784e+03,7.422368860123390277e+01,6.906971055565486495e+01,6.919917787687778343e+01,7.907533909919928305e+01,7.241767876556475869e+01,7.922703761221995933e+01
5.567034280712026884e+03,6.483936084718482107e+01,7.317348823172203254e+01,7.114330311329635492e+01,7.950634623552942060e+01,6.845846636045916966e+01,7.826216325786413108e+01
5.567228728294307984e+03,6.057996340768831089e+01,6.986810163670071461e+01,7.244921451251093458e+01,7.810326557206008147e+01,6.196740571199215708e+01,7.483300147373869038e+01
5.567423175876589994e+03,5.848566978609693479e+01,6.021083342857168219e+01,7.241186308129780969e+01,7.254543425798631517e+01,5.947085452258661320e+01,6.767413140138091876e+01
5.567617623458871094e+03,6.515252750447643848e+01,6.502405697271045426e+01,7.005462995316840136e+01,7.009008820794630878e+01,5.848129641255980005e+01,6.055023666136121818e+01
5.567812071041152194e+03,6.840537977354554755e+01,5.777466838478079580e+01,6.787651774085188094e+01,6.845600040313925660e+01,5.756003700145809887e+01,6.411643111137510687e+01
5.568006518623433294e+03,6.850478672987998152e+01,5.900266938389255245e+01,6.673254124539130316e+01,6.535139004426163467e+01,5.806955223265173771e+01,6.318928951978334396e+01
5.568200966205714394e+03,7.128873135753681822e+01,6.268535881517514241e+01,6.862987433967620632e+01,6.726180291594229743e+01,6.212516166197607959e+01,6.724878246428617956e+01
5.568395413787995494e+03,7.550084103674615221e+01,5.698352826306864927e+01,7.142599121231990011e+01,7.006163379405687408e+01,6.318383616872783648e+01,7.161120796024403035e+01
5.568589861370276594e+03,7.511149958366902979e+01,6.285628152883759157e+01,7.339818707464657166e+01,6.928455936780994762e+01,6.855994656435116497e+01,7.353520855665445310e+01
5.568784308952558604e+03,7.292131320474328504e+01,6.395349107800559096e+01,7.212769784363968029e+01,6.501305965300034018e+01,7.025871252994305394e+01,7.349513630748808168e+01
5.568978756534839704e+03,6.751804472979723926e+01,6.127239239294038953e+01,6.741268387910642446e+01,5.876282945600252106e+01,6.710816072544919564e+01,6.750910105146685680e+01
5.569173204117120804e+03,5.883601977718061704e+01,4.618715293068348871e+01,5.844914637206858288e+01,5.143732309259367241e+01,5.993943382427174527e+01,5.672195986803479428e+01
5.569367651699401904e+03,7.272725373988176045e+01,5.772288197255575426e+01,7.034143257112374670e+01,6.396875406130341446e+01,7.162266448635708116e+01,6.802622084041146877e+01
5.569562099281683004e+03,7.608387924639191624e+01,6.664514827068801139e+01,7.502610475152850711e+01,6.890125337298913166e+01,7.398635695930856571e+01,7.234688222563902116e+01
5.569756546863964104e+03,7.562115955066711592e+01,7.067393964072212498e+01,7.754894466834889499e+01,7.169981537661539051e+01,7.571822565947438477e+01,7.475989202434459457e+01
5.569950994446246114e+03,7.961341622098254334e+01,7.064596035281739717e+01,7.945086638664750467e+01,7.197538983180139383e+01,7.841179567386822669e+01,7.697168061016117235e+01
5.570145442028527214e+03,8.040902588313980459e+01,6.723703645412490459e+01,8.201097884498744861e+01,7.476425305605546612e+01,8.026906511236293795e+01,8.126792208988526056e+01
5.570339889610808314e+03,7.834211916421716637e+01,6.846655717075509529e+01,8.296533499585505922e+01,7.635276070584842500e+01,8.258005817489464562e+01,8.178016960209889419e+01
5.570534337193089414e+03,7.412848735796404753e+01,6.857874743211894497e+01,8.183056839113328351e+01,7.711790000185328608e+01,8.271539614244557015e+01,8.083128996755132789e+01
5.570728784775370514e+03,7.304046203227660783e+01,6.208948242728389744e+01,8.211784418757480353e+01,7.811294786479334107e+01,8.434416817942113198e+01,8.116601422475382321e+01
5.570923232357651614e+03,7.178210811248106893e+01,7.666592362767880786e+01,8.464328581764313242e+01,7.818057058402207815e+01,8.821195967254175230e+01,8.216144431847057206e+01
5.571117679939933623e+03,7.239398528719888759e+01,8.009204250922827839e+01,8.509875204013073358e+01,7.961306244504734764e+01,8.874562036230304329e+01,8.304072064602343062e+01
5.571312127522214723e+03,7.374665163182007177e+01,7.771594644056759194e+01,8.335082738697255422e+01,7.848135704851168271e+01,8.564539863582501766e+01,7.891288339680673403e+01
5.571506575104495823e+03,6.696890086428929578e+01,7.011339128220755867e+01,8.132770647025502342e+01,7.335972249041499538e+01,8.144681053524008973e+01,7.350108695871229259e+01
5.571701022686776923e+03,7.755607572936227712e+01,6.921337878355436146e+01,7.989847162060931396e+01,7.264504707783390813e+01,7.895975900343367471e+01,7.387331523695780788e+01
5.571895470269058023e+03,7.682793684533793055e+01,6.836134925030401632e+01,7.751993830461756829e+01,6.969204011403820687e+01,7.559798432894213249e+01,7.058173791500013294e+01
5.572089917851339123e+03,7.105968591532155187e+01,6.550931706324139725e+01,7.384366174846577735e+01,5.746168741200595775e+01,7.149545485647887233e+01,6.810831894554760879e+01
5.572284365433620223e+03,6.806995119327925181e+01,6.516023368390862913e+01,7.324321018287525931e+01,5.996439198916056768e+01,6.886727288003028491e+01,6.600502358806895131e+01
5.572478813015902233e+03,6.903319630234476278e+01,6.811819096979499477e+01,7.499020789065991721e+01,6.822222258181309940e+01,6.377526199466900181e+01,6.606858365081079398e+01
5.572673260598183333e+03,6.699380399374520323e+01,6.887730195328309435e+01,7.528999239043403691e+01,7.088277331521167923e+01,4.482932982669627364e+01,7.035197250245342104e+01
5.572867708180464433e+03,6.557369170452727758e+01,6.917210374516518812e+01,7.477103759330222488e+01,7.206508676050921736e+01,6.092685764239292467e+01,6.777990774539433971e+01
5.573062155762745533e+03,6.640888732352016177e+01,7.138572609688503690e+01,7.395808513063244050e+01,7.348775919572679527e+01,6.750687982811190579e+01,6.657773451247740581e+01
5.573256603345026633e+03,6.792571995442708044e+01,7.004680347810902674e+01,7.222878648283216307e+01,7.435641186267174874e+01,6.761204227444670778e+01,6.414915513243256839e+01
5.573451050927307733e+03,6.799872609084238206e+01,7.260683195200500961e+01,7.193786919614592534e+01,7.320594476477032231e+01,6.788425238820775576e+01,6.161732800777522812e+01
5.573645498509589743e+03,6.519034468500993285e+01,7.231166740087721223e+01,7.053961736473557664e+01,7.133159576428317905e+01,6.686261123534889350e+01,6.461131749556983550e+01
5.573839946091870843e+03,6.105015159168924299e+01,6.935780958442784083e+01,6.809524582049976971e+01,6.944602726286515804e+01,6.525301823336707230e+01,6.065908583124962661e+01
5.574034393674151943e+03,6.113967475151391540e+01,6.970421010547474339e+01,6.991103018342259645e+01,7.066826248467242522e+01,7.001609915392987205e+01,6.316116773807868867e+01
5.574228841256433043e+03,6.523037964190963578e+01,7.208860023210250745e+01,7.263178233594281608e+01,7.430894834245032143e+01,7.441357889536651271e+01,6.900433218588028694e+01
5.574423288838714143e+03,6.891216131694355340e+01,7.331450704982276534e+01,7.289587453543109064e+01,7.596642633605515016e+01,7.436373796647573897e+01,6.909559458287967004e+01
5.574617736420995243e+03,6.866847385586095243e+01,7.103266773638557652e+01,7.133831474774009962e+01,7.488768061084431338e+01,6.877611355110055058e+01,6.417402734329618852e+01
5.574812184003277252e+03,6.551848876031027658e+01,6.638928778026220812e+01,6.752382453356757708e+01,7.406683575864853708e+01,6.225819816231656034e+01,6.243752148629845777e+01
5.575006631585558353e+03,6.451988708791625982e+01,6.737149514752711355e+01,6.241860464479516679e+01,6.993740936446619116e+01,6.225235602809496527e+01,6.025209810570052582e+01
5.575201079167839453e+03,6.200253040646344971e+01,6.169734753993103737e+01,6.157629651341358823e+01,6.627539768817189270e+01,5.745821738914489174e+01,5.420754499356689138e+01
5.575395526750120553e+03,5.741188237252464432e+01,5.690934176878432993e+01,5.592953331472996581e+01,6.172144570251330009e+01,4.885533522563996911e+01,5.287455989389546573e+01
5.575589974332401653e+03,6.319147603887565623e+01,6.095389972831626579e+01,6.226467593213470053e+01,6.697196376613018742e+01,5.518595525278578862e+01,5.871886540515351527e+01
5.575784421914682753e+03,7.197193384307414021e+01,6.693879589639860228e+01,7.150747631053849318e+01,7.587462582719840043e+01,6.333749302361543698e+01,6.788090676210934760e+01
5.575978869496964762e+03,7.627293520423472728e+01,6.152404037360354749e+01,7.562969755280127515e+01,7.856036013023943099e+01,6.621342078444315860e+01,7.149829493350861753e+01
5.576173317079245862e+03,7.744442808482772023e+01,6.230116484831589219e+01,7.742577255733526442e+01,7.660366750950772996e+01,6.320853997353652431e+01,7.156689392782782022e+01
5.576367764661526962e+03,7.443555240107394866e+01,6.390451534265694988e+01,7.577506790049125129e+01,7.209298752223961060e+01,5.323239966454244865e+01,6.684992271524087926e+01
5.576562212243808062e+03,6.743655127704430186e+01,6.098956768196564582e+01,6.959658197899047138e+01,6.674444855675625377e+01,3.947987245023462322e+01,5.331295292496950111e+01
5.576756659826089162e+03,5.831594419418320285e+01,5.301282657695377765e+01,6.054892191707829596e+01,5.678538312052290138e+01,4.159479872629746922e+01,4.945661624374943699e+01
5.576951107408370262e+03,5.906543384886887083e+01,4.521709505798725104e+01,6.489433103771645506e+01,6.158386216852541395e+01,5.224216234006340187e+01,5.498179220819310586e+01
5.577145554990651362e+03,6.261536465410578955e+01,5.727438772752917373e+01,6.985188138262053315e+01,6.754648874351975962e+01,5.731043847981788986e+01,5.604698697808633057e+01
5.577340002572933372e+03,6.422500900979048311e+01,5.919895638033203511e+01,7.114461395111466402e+01,6.741414983555149831e+01,5.828296450088902247e+01,5.671818160089216576e+01
5.577534450155214472e+03,5.726436802963453943e+01,4.715004123495299382e+01,6.742871283742017852e+01,6.354243870894300983e+01,5.703470534519620827e+01,5.494691272438856799e+01
5.577728897737495572e+03,4.975940091252243747e+01,4.917077781134139514e+01,5.742282219743466953e+01,5.339404286805443434e+01,5.190398210470414142e+01,4.628956936298383340e+01
5.577923345319776672e+03,4.915679590112871722e+01,5.217040356176119786e+01,6.555464254217014286e+01,6.275784181631554759e+01,6.022580989409890151e+01,5.477046646810948261e+01
5.578117792902057772e+03,5.627001581415474618e+01,5.578547356296239457e+01,6.709563040255781630e+01,6.420229356177580371e+01,6.192343484011105659e+01,5.850287922919568473e+01
5.578312240484338872e+03,5.552495337181512980e+01,4.891178986094524106e+01,6.873706840010368069e+01,6.514977442754957337e+01,6.309202482045154170e+01,6.175996806004840778e+01
5.578506688066620882e+03,5.097688673272181603e+01,6.213869127581038043e+01,7.111309692817967232e+01,6.745748062547460222e+01,6.493071981845412211e+01,6.293671108176206275e+01
5.578701135648901982e+03,6.201096083081344545e+01,6.540025395822360110e+01,7.372396534826697234e+01,7.143110560627090422e+01,6.930432333233261488e+01,6.406658644797646218e+01
5.578895583231183082e+03,5.773232592283859788e+01,6.926312189855836721e+01,7.723367057070024089e+01,7.482034532196900045e+01,7.308515954159169326e+01,6.873022917772121332e+01
5.579090030813464182e+03,6.157948958188765687e+01,7.354209824938494933e+01,7.963517289575207769e+01,7.807798886693653628e+01,7.233434715338727017e+01,7.160035424558108730e+01
5.579284478395745282e+03,6.676790201564099902e+01,7.125017539524131394e+01,7.982631969875581035e+01,8.164062614413003871e+01,6.810956100077143560e+01,7.318974396249087988e+01
5.579478925978026382e+03,6.690030382381773677e+01,7.332963955876580542e+01,7.992854652675413263e+01,8.232453228766866005e+01,6.706196675449911027e+01,7.168082591134636061e+01
5.579673373560308391e+03,6.992870534641134839e+01,7.624663078548935857e+01,8.103360459097190471e+01,8.170346443634875300e+01,6.207911518201156298e+01,6.345310094506626797e+01
5.579867821142589492e+03,7.013152598487292266e+01,7.381392696958586441e+01,8.117116586071460915e+01,8.118394993466004905e+01,6.537812623817382018e+01,6.306636296503292982e+01
5.580062268724870592e+03,6.347055324660985320e+01,6.957928729308856930e+01,8.016032057947428768e+01,7.821234793798710427e+01,6.603224478669545761e+01,6.471175899496954287e+01
5.580256716307151692e+03,5.434117478396106549e+01,6.638292463635094975e+01,7.668532543246098498e+01,7.277324253047204650e+01,5.950110857239343432e+01,6.353535662576832976e+01
5.580451163889432792e+03,5.491204823087119280e+01,5.625581603590731561e+01,6.703687109689732893e+01,6.463505175825179094e+01,5.146215822267964768e+01,5.958540936033952562e+01
5.580645611471713892e+03,4.687571011171853286e+01,5.629261922633983772e+01,6.244582755540448460e+01,5.988735015349513446e+01,5.073292691858819126e+01,5.514718770232214951e+01
5.580840059053994992e+03,5.688690390199391800e+01,5.489092017958670056e+01,7.162908052828046834e+01,6.787341181772545440e+01,6.082305133701133570e+01,6.681273442519172079e+01
5.581034506636277001e+03,6.702127007792287827e+01,5.591652914506619254e+01,7.497716707497906441e+01,6.987256705545610203e+01,6.557821643113285859e+01,7.015726165957353544e+01
5.581228954218558101e+03,6.967126453439318823e+01,6.554339542139132391e+01,7.551588690483774258e+01,6.990045169941667780e+01,6.592660584396908519e+01,7.064311771006769902e+01
5.581423401800839201e+03,6.578429096612221372e+01,6.706900050594600771e+01,7.407539086824824892e+01,6.531858793184605361e+01,6.322620713674631787e+01,6.763341223048217898e+01
5.581617849383120301e+03,5.912621086886706223e+01,6.236064208183269386e+01,6.832432244311935676e+01,5.746530867973299905e+01,5.629058221590383226e+01,5.990752554924946338e+01
5.581812296965401401e+03,5.026013370191033403e+01,5.602925319279522398e+01,6.240472063599648322e+01,5.335918731242229285e+01,3.666095739320267910e+01,5.508442990734565115e+01
5.582006744547682501e+03,6.505769372568154552e+01,6.551687977280744235e+01,7.300707875700547334e+01,6.238128200871056350e+01,5.326493546147071356e+01,6.635756663848999892e+01
5.582201192129964511e+03,6.676076249807084650e+01,6.710775552310255421e+01,7.524391352261535815e+01,6.051081135096612940e+01,5.722208850723686169e+01,6.619889821333227076e+01
5.582395639712245611e+03,6.499502949416365993e+01,6.882957225225028708e+01,7.419654242876552530e+01,6.300538142568173328e+01,6.150492967016491264e+01,5.711157695756791952e+01
5.582590087294526711e+03,6.364814195242379924e+01,6.833852679879937853e+01,7.249514673509759177e+01,6.325149741135084724e+01,6.441376308481169133e+01,6.075228392133092825e+01
5.582784534876807811e+03,6.072420803975614945e+01,6.440181972442567826e+01,6.969317021740934592e+01,5.930347374476625077e+01,6.014713539075231807e+01,6.054527451452675280e+01
5.582978982459088911e+03,5.909298907677619894e+01,6.274382123987582816e+01,6.589522623827791392e+01,5.636301644913626774e+01,5.792306359800892324e+01,5.352794887728869355e+01
5.583173430041370011e+03,6.306773523750545962e+01,7.044647351322107909e+01,7.300053339832730614e+01,5.702711981040420142e+01,6.271219045560776095e+01,5.734399318657925448e+01
5.583367877623652021e+03,6.752406311407506223e+01,7.247236286642875314e+01,7.792621686691927607e+01,6.875328495221914693e+01,6.789026666059642423e+01,6.201179742526036165e+01
5.583562325205933121e+03,6.839197587595431571e+01,7.278208050171375021e+01,7.950222852318094624e+01,7.237186547893377053e+01,6.717583630320702071e+01,6.418485576491312372e+01
5.583756772788214221e+03,6.968633180874124378e+01,7.173198648034744451e+01,7.958111351751105644e+01,7.297882667689140135e+01,6.693167320126065079e+01,6.385359130958347862e+01
5.583951220370495321e+03,6.660911782847146867e+01,7.061450718073784572e+01,7.993916207103004012e+01,7.422431508447769488e+01,6.395039656440519593e+01,6.641316146076940186e+01
5.584145667952776421e+03,6.962654706166688356e+01,6.820380647614088332e+01,7.886975691379311115e+01,7.383670997634951050e+01,6.561206722866995733e+01,6.797145956256314037e+01
5.584340115535057521e+03,7.226569325462682514e+01,6.269671330787552677e+01,7.734973690596096674e+01,7.295599046279602362e+01,6.247587948506023281e+01,6.577501805335460006e+01
5.584534563117338621e+03,7.152785428065303108e+01,6.998729763321151154e+01,7.921434764112744631e+01,7.690850241600897164e+01,7.123421715515941344e+01,6.933976560605090356e+01
5.584729010699620630e+03,7.192100431298857188e+01,7.127786520254900893e+01,8.195449545101106992e+01,7.868944802103781910e+01,7.430659616865594330e+01,7.596006577122258818e+01
5.584923458281901731e+03,7.900848361698093925e+01,7.466181587289494814e+01,8.405658216486976642e+01,7.680725328231343951e+01,7.619523202083327362e+01,7.891691518497272284e+01
5.585117905864182831e+03,7.755556963724212949e+01,7.379949825536854746e+01,8.431177477082428595e+01,7.924600627490789861e+01,7.652944734279644479e+01,7.999970308391553431e+01
5.585312353446463931e+03,7.679304842183471180e+01,7.246407520481677977e+01,8.192442641416914739e+01,7.892281811237985778e+01,7.370325273839068814e+01,7.893451848229835832e+01
5.585506801028745031e+03,7.431092523309321507e+01,7.140690490285372505e+01,7.753514064992246801e+01,7.644191700697174952e+01,6.993774366832590772e+01,7.558070416915738576e+01
5.585701248611026131e+03,7.209299394682707884e+01,6.926554893298768434e+01,7.412227719771598800e+01,7.349166710913431189e+01,6.717882779476155974e+01,7.460625343096209861e+01
5.585895696193308140e+03,7.439400629018588518e+01,7.383814336798627664e+01,7.216221777038516905e+01,7.323806389188108312e+01,5.658710996470900056e+01,7.348332243322177249e+01
5.586090143775589240e+03,7.343217935557036924e+01,6.971731146665068479e+01,7.002539407997021215e+01,7.593388979086478230e+01,6.456996243432230642e+01,7.295797632789977172e+01
5.586284591357870340e+03,7.637051051366486831e+01,7.134519719548627847e+01,6.710513879453591812e+01,7.638740558117260093e+01,6.957930394331147284e+01,7.529938335462881582e+01
5.586479038940151440e+03,7.798621550795671453e+01,6.853912148825075690e+01,6.894565315507732350e+01,7.690689565989555376e+01,6.712382694332177380e+01,7.359152758689904772e+01
5.586673486522432540e+03,7.745683094753884745e+01,6.837223952687625683e+01,7.196637313451996931e+01,7.614731185119700285e+01,6.764673483739342430e+01,6.952431153742716674e+01
5.586867934104713640e+03,7.466212248492593062e+01,6.595314652611929773e+01,6.936455638675037960e+01,7.121347073330765909e+01,6.892288042717132157e+01,7.149943706193747062e+01
5.587062381686995650e+03,7.125268088090176377e+01,5.651505841753832726e+01,6.877551576426594693e+01,7.053949091566846619e+01,6.740383422892321619e+01,6.886281615449610172e+01
5.587256829269276750e+03,7.210778276362921702e+01,6.179415834704624189e+01,6.839564108452029245e+01,6.971227173473958771e+01,7.150408746762246892e+01,6.468838920318934527e+01
5.587451276851557850e+03,7.073328969131266319e+01,6.735399809296794160e+01,6.858479683835417973e+01,6.915959830504857564e+01,7.010519486124022137e+01,6.483382930871793803e+01
5.587645724433838950e+03,7.359367447673751883e+01,7.411926247855491567e+01,7.426286077642963335e+01,7.767201378974920090e+01,7.709265053104986976e+01,7.137268696583281269e+01
5.587840172016120050e+03,7.712084933790946195e+01,7.363554803560268169e+01,7.805795244312930947e+01,8.321745908116766088e+01,8.036350308394079889e+01,7.264323185553345752e+01
5.588034619598401150e+03,7.812298867043777761e+01,7.705917044569994800e+01,7.921920638271362236e+01,8.497502097730176729e+01,8.106322284752893381e+01,7.318721258322520384e+01
5.588229067180683160e+03,7.433227440425129373e+01,7.902250872187720176e+01,7.978579944547006164e+01,8.548660402649494472e+01,7.682843385732888919e+01,6.710085004462298741e+01
5.588423514762964260e+03,6.215133517811585762e+01,7.451040140793459443e+01,7.894134876697356162e+01,8.341141441892231967e+01,6.563133664826109737e+01,6.506080666161294346e+01
5.588617962345245360e+03,7.155760967995847466e+01,7.228140149725440722e+01,7.565252191776441748e+01,7.945535393444372119e+01,7.198490585768372796e+01,7.036285208478510356e+01
5.588812409927526460e+03,6.580755753411791886e+01,6.726836098534964492e+01,7.048926546029667861e+01,7.663878403223179703e+01,6.758334768931229064e+01,6.591234019587065518e+01
5.589006857509807560e+03,6.303984705905808283e+01,6.313351406728418880e+01,6.717678355247053901e+01,7.434036451405624746e+01,6.380349364847398164e+01,6.416563549183786108e+01
5.589201305092088660e+03,6.482833498902378722e+01,5.890294287103031934e+01,6.626285801304956635e+01,7.497715702112822100e+01,6.844183225668071202e+01,6.201900184647585945e+01
5.589395752674369760e+03,6.097685899858851855e+01,5.872826955799954618e+01,5.870419487933940417e+01,6.820973845678919645e+01,5.914823128739140401e+01,5.573675952510106413e+01
5.589590200256651769e+03,6.192077508764202776e+01,6.071971623647900884e+01,5.813246283088163580e+01,6.863864968579892434e+01,5.782994867015012375e+01,6.030616221002317445e+01
5.589784647838932869e+03,7.106748010760053091e+01,6.892314435121180338e+01,6.482523505051167945e+01,7.537933912270720782e+01,5.921863664388204285e+01,6.948194068118228017e+01
5.589979095421213970e+03,7.294968814835955584e+01,6.955450523684956465e+01,6.776113829568133440e+01,7.763655584969133372e+01,6.628832970911183509e+01,7.301677885681462499e+01
5.590173543003495070e+03,7.510937149431208582e+01,7.272540226587000234e+01,6.840624590749685296e+01,7.766598948217773568e+01,6.978322344040209657e+01,7.346108668834970956e+01
5.590367990585776170e+03,7.553233033588583112e+01,7.529384420789580190e+01,6.830652178603405389e+01,7.554908004566757995e+01,7.551876619107260069e+01,7.198816639260259365e+01
5.590562438168057270e+03,7.605898838027272291e+01,7.599788593865450537e+01,6.869009868693984799e+01,7.378860463144042114e+01,7.571381803628206342e+01,7.188699129154967693e+01
5.590756885750339279e+03,7.664026301279339748e+01,7.442294655776582601e+01,6.843772498529189363e+01,7.204690107772981378e+01,7.428195357778682251e+01,7.183783449716430880e+01
5.590951333332620379e+03,7.510804394109840132e+01,7.208392103110553251e+01,6.495622650867498749e+01,6.699498364204502820e+01,7.431767075910497056e+01,7.217682596493803260e+01
5.591145780914901479e+03,7.352218155470514205e+01,7.078551887931014619e+01,5.412145220269078294e+01,6.749797731286348323e+01,7.476949173986744768e+01,7.302239566359497758e+01
5.591340228497182579e+03,7.366391105694255259e+01,6.932828465675088125e+01,5.903203593978468433e+01,7.023033848789486910e+01,7.513060023939799237e+01,7.201097520195406787e+01
5.591534676079463679e+03,7.171224183567640864e+01,6.648639143649172922e+01,6.066066372411551555e+01,6.700068842559410598e+01,7.313116630516614691e+01,6.877782951816686818e+01
5.591729123661744779e+03,6.412251475930244737e+01,5.964521652067749358e+01,5.404085365360007387e+01,5.778762868471257974e+01,6.453602360823025208e+01,6.410672599078954192e+01
5.591923571244026789e+03,5.100503811396612974e+01,4.685908432489213737e+01,4.507482608085695119e+01,4.979189505645611291e+01,4.975662151607686923e+01,5.213409637295966093e+01
5.592118018826307889e+03,6.225936693347940576e+01,5.749373928046438209e+01,6.017783632188469056e+01,6.386250876551849842e+01,6.103774554185069690e+01,6.704196222097657198e+01
5.592312466408588989e+03,6.652319140629943206e+01,5.647633458283954866e+01,6.679890936570329529e+01,6.562229417286707189e+01,6.247004074906683968e+01,7.250746655452334721e+01
5.592506913990870089e+03,6.837510727611879702e+01,5.093712396556165345e+01,7.158456761333188467e+01,6.510468076286232986e+01,6.171116843450516853e+01,7.678006862308086511e+01
5.592701361573151189e+03,6.795793985368763401e+01,5.696200530024874098e+01,7.483037966937317265e+01,6.631975249826362528e+01,6.752647993072292820e+01,7.922540054617184069e+01
5.592895809155432289e+03,6.979707992140626516e+01,5.742260801275656235e+01,7.632268696257801821e+01,6.313142064996803526e+01,6.840640706006287530e+01,7.938454914269885876e+01
5.593090256737713389e+03,6.487743403421585242e+01,6.077696764315194855e+01,8.004230893411944692e+01,7.103090231506065777e+01,6.516303248149334593e+01,8.099490264013755336e+01
5.593284704319995399e+03,6.165950344162133945e+01,6.782940989662978382e+01,8.328864577951372894e+01,7.577662659203521400e+01,6.440779044394253106e+01,8.215788271433171985e+01
5.593479151902276499e+03,6.133758540313848329e+01,6.270331882774569010e+01,8.298664813114143612e+01,7.552254562578310981e+01,6.812710218601867496e+01,8.018625761478705272e+01
5.593673599484557599e+03,6.345088451275663743e+01,6.406275153819568402e+01,7.870061077015465401e+01,7.265266382318266380e+01,6.552303135205792728e+01,7.545518310238742288e+01
5.593868047066838699e+03,5.985906568925777549e+01,6.577502389893234636e+01,7.199984136408315294e+01,6.860229132095062710e+01,6.646159636162457218e+01,6.678395077943794433e+01
5.594062494649119799e+03,6.405116569371494961e+01,6.143140516123648354e+01,7.234780234818413192e+01,6.964394750355886288e+01,6.711772102510238369e+01,6.843914824703682598e+01
5.594256942231400899e+03,6.107563674300485701e+01,6.739906118435617088e+01,7.374504825854702972e+01,7.111239186062745432e+01,6.833577732829309070e+01,6.818610944582935929e+01
5.594451389813682908e+03,5.877986604761030520e+01,6.603043705534651053e+01,7.288632121027657718e+01,6.980209012944071389e+01,6.617291790644800642e+01,6.651367514273698589e+01
5.594645837395964008e+03,6.529373559889089051e+01,6.869420291343223539e+01,7.519003114387820119e+01,7.089932359570148890e+01,6.201536662345375106e+01,6.544435174107678677e+01
5.594840284978245109e+03,6.729951276965414309e+01,7.055432665017571026e+01,7.636812927754016300e+01,6.822358786424354093e+01,6.476068056408965390e+01,6.422216069477579481e+01
5.595034732560526209e+03,6.833763728029724405e+01,6.846999580780899919e+01,7.631270910404541041e+01,6.823000375982539367e+01,6.770031044033777334e+01,6.471576805105105734e+01
5.595229180142807309e+03,6.843831633405086734e+01,6.802736134672097990e+01,7.572082255218909097e+01,6.889576443806862471e+01,6.615777591195347895e+01,6.692782034651557410e+01
5.595423627725088409e+03,6.438250103193023222e+01,6.375989876973399362e+01,7.066829802907828650e+01,6.376025926082257200e+01,5.902152779159916207e+01,6.064301162131780387e+01
5.595618075307370418e+03,6.706244204235834161e+01,6.796533961507337551e+01,7.145860024113977715e+01,6.259636075031096425e+01,5.399422427457575679e+01,5.717438624432717376e+01
